,Model Number,Accuracy,Sample Count
583,4,0.1321258544921875,37376
584,1,0.13015000522136688,37632
585,2,0.12564054131507874,37632
586,3,0.12843649089336395,37632
587,4,0.13189661502838135,37632
588,1,0.12996913492679596,37888
589,2,0.12547516822814941,37888
590,3,0.12825234234333038,37888
591,4,0.13167047500610352,37888
592,1,0.12979066371917725,38144
593,2,0.12531200051307678,38144
594,3,0.128070667386055,38144
595,4,0.13144733011722565,38144
596,1,0.12961457669734955,38400
597,2,0.12515099346637726,38400
598,3,0.1278913915157318,38400
599,4,0.13122715055942535,38400
600,1,0.1294407844543457,38656
601,2,0.12499210238456726,38656
602,3,0.12771447002887726,38656
603,4,0.13100986182689667,38656
604,1,0.1292692869901657,38912
605,2,0.1248352974653244,38912
606,3,0.12753987312316895,38912
607,4,0.130795419216156,38912
608,1,0.1290999948978424,39168
609,2,0.1246805191040039,39168
610,3,0.1273675262928009,39168
611,4,0.1305837631225586,39168
612,1,0.1289329081773758,39424
613,2,0.12452774494886398,39424
614,3,0.12719741463661194,39424
615,4,0.13037483394145966,39424
616,1,0.1287679523229599,39680
617,2,0.12437692284584045,39680
618,3,0.12702949345111847,39680
619,4,0.1301685869693756,39680
620,1,0.12860509753227234,39936
621,2,0.12422802299261093,39936
622,3,0.12686368823051453,39936
623,4,0.12996496260166168,39936
624,1,0.12844429910182953,40192
625,2,0.12408101558685303,40192
626,3,0.1266999989748001,40192
627,4,0.12976393103599548,40192
628,1,0.12828552722930908,40448
629,2,0.12393584847450256,40448
630,3,0.12653836607933044,40448
631,4,0.12956540286540985,40448
632,1,0.1281287521123886,40704
633,2,0.12379249930381775,40704
634,3,0.12637874484062195,40704
635,4,0.12936937808990479,40704
636,1,0.12797391414642334,40960
637,2,0.1236509308218956,40960
638,3,0.12622112035751343,40960
639,4,0.12917578220367432,40960
640,1,0.12782098352909088,41216
641,2,0.12351111322641373,41216
642,3,0.1260654330253601,41216
643,4,0.12898457050323486,41216
644,1,0.12766994535923004,41472
645,2,0.12337300926446915,41472
646,3,0.1259116530418396,41472
647,4,0.12879569828510284,41472
648,1,0.12752072513103485,41728
649,2,0.12323658168315887,41728
650,3,0.12575975060462952,41728
651,4,0.12860915064811707,41728
652,1,0.1273733377456665,41984
653,2,0.12310181558132172,41984
654,3,0.12560969591140747,41984
655,4,0.12842485308647156,41984
